Geohash,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Latitude,Longitude,City,County,State,Country,ISO_3166_2,SeverityScore,IncidentsTotal,UpdateDate,Version
dpz886s,43.69537,-79.43665,43.69675,-79.43527,43.69566,-79.436,Toronto,,Ontario,Canada,CA-ON,0.0246,3,2019-02-02,5.0
dpz2u98,43.73383,-79.60693,43.7352,-79.60556,43.73468,-79.60638,Toronto,,Ontario,Canada,CA-ON,0.0207,3,2019-02-02,5.0
dpz83g3,43.65555,-79.37485,43.65692,-79.37347,43.65623,-79.37432,Toronto,,Ontario,Canada,CA-ON,0.0229,3,2019-02-02,5.0
dpz2u6q,43.73795,-79.60968,43.73932,-79.60831,43.73822,-79.60906,Toronto,,Ontario,Canada,CA-ON,0.0216,3,2019-02-02,5.0
dpz2xxh,43.72009,-79.4696,43.72147,-79.46823,43.7206,-79.46882,Toronto,,Ontario,Canada,CA-ON,0.0289,3,2019-02-02,5.0
dpz2uux,43.75031,-79.58633,43.75168,-79.58496,43.75111,-79.58571,Toronto,,Ontario,Canada,CA-ON,0.0061,3,2019-02-02,5.0
dpz2nt6,43.62259,-79.5163,43.62396,-79.51492,43.62354,-79.51509,Toronto,,Ontario,Canada,CA-ON,0.0253,3,2019-02-02,5.0
dpz89tz,43.71323,-79.37759,43.7146,-79.37622,43.71393,-79.37752,Toronto,,Ontario,Canada,CA-ON,0.0175,3,2019-02-02,5.0
dpz90k6,43.79288,-79.43939,43.79425,-79.43802,43.7939,-79.43906,Toronto,,Ontario,Canada,CA-ON,0.0141,3,2019-02-02,5.0
dpz826r,43.65005,-79.43253,43.65143,-79.43115,43.65109,-79.43196,Toronto,,Ontario,Canada,CA-ON,0.0582,3,2019-02-02,5.0
dpz8u7f,43.74619,-79.26361,43.74756,-79.26224,43.74665,-79.26314,Toronto,,Ontario,Canada,CA-ON,0.0337,3,2019-02-02,5.0
dpz828c,43.64182,-79.42978,43.64319,-79.42841,43.64229,-79.42912,Toronto,,Ontario,Canada,CA-ON,0.0239,3,2019-02-02,5.0
dpz2qhr,43.66104,-79.5314,43.66241,-79.53003,43.66159,-79.5307,Toronto,,Ontario,Canada,CA-ON,0.0165,3,2019-02-02,5.0
dpz2tu8,43.70636,-79.552,43.70773,-79.55063,43.70729,-79.55129,Toronto,,Ontario,Canada,CA-ON,0.009,4,2019-02-02,5.0
dpz2xzm,43.72147,-79.45724,43.72284,-79.45587,43.72232,-79.45647,Toronto,,Ontario,Canada,CA-ON,0.0241,4,2019-02-02,5.0
dpz2swx,43.71735,-79.59732,43.71872,-79.59595,43.71806,-79.59629,Toronto,,Ontario,Canada,CA-ON,0.0076,4,2019-02-02,5.0
dpz2nh3,43.6171,-79.53964,43.61847,-79.53827,43.61781,-79.53923,Toronto,,Ontario,Canada,CA-ON,0.0172,4,2019-02-02,5.0
dpz9hgs,43.78876,-79.23889,43.79013,-79.23752,43.78917,-79.23852,Toronto,,Ontario,Canada,CA-ON,0.0238,5,2019-02-02,5.0
dpz2w02,43.68301,-79.54102,43.68439,-79.53964,43.68365,-79.54063,Toronto,,Ontario,Canada,CA-ON,0.0472,5,2019-02-02,5.0
dpz2kyu,43.67477,-79.59045,43.67615,-79.58908,43.67517,-79.5903,Toronto,,Ontario,Canada,CA-ON,0.0667,6,2019-02-02,5.0
dpz90bs,43.77228,-79.41467,43.77365,-79.4133,43.77282,-79.41381,Toronto,,Ontario,Canada,CA-ON,0.0353,7,2019-02-02,5.0
dpz9093,43.7764,-79.42978,43.77777,-79.42841,43.77689,-79.42876,Toronto,,Ontario,Canada,CA-ON,0.0603,8,2019-02-02,5.0
dpz8g4u,43.74069,-79.3158,43.74207,-79.31442,43.74155,-79.3148,Toronto,,Ontario,Canada,CA-ON,0.0219,8,2019-02-02,5.0
dpz89h6,43.70499,-79.40643,43.70636,-79.40506,43.70517,-79.40579,Toronto,,Ontario,Canada,CA-ON,0.0387,9,2019-02-02,5.0
dpz89h0,43.70361,-79.40918,43.70499,-79.40781,43.70458,-79.40853,Toronto,,Ontario,Canada,CA-ON,0.017,10,2019-02-02,5.0
dpz2y0e,43.72833,-79.5369,43.72971,-79.53552,43.72897,-79.53602,Toronto,,Ontario,Canada,CA-ON,0.0448,13,2019-02-02,5.0
dpz8f1w,43.73383,-79.35699,43.7352,-79.35562,43.73456,-79.35601,Toronto,,Ontario,Canada,CA-ON,0.0225,16,2019-02-02,5.0
dpz8byy,43.76266,-79.41193,43.76404,-79.41055,43.7634,-79.41121,Toronto,,Ontario,Canada,CA-ON,0.0267,17,2019-02-02,5.0
dpz83wj,43.67065,-79.38034,43.67203,-79.37897,43.67172,-79.37947,Toronto,,Ontario,Canada,CA-ON,0.0451,17,2019-02-02,5.0
dpz88b3,43.68301,-79.41879,43.68439,-79.41742,43.68335,-79.41839,Toronto,,Ontario,Canada,CA-ON,0.0623,18,2019-02-02,5.0
dpz880t,43.68439,-79.44626,43.68576,-79.44489,43.68495,-79.44582,Toronto,,Ontario,Canada,CA-ON,0.0298,19,2019-02-02,5.0
dpz2jv3,43.62259,-79.55063,43.62396,-79.54926,43.62279,-79.54984,Toronto,,Ontario,Canada,CA-ON,0.1065,22,2019-02-02,5.0
dpz2rm8,43.66791,-79.48608,43.66928,-79.48471,43.66853,-79.48562,Toronto,,Ontario,Canada,CA-ON,0.0624,22,2019-02-02,5.0
dpz887h,43.69812,-79.43665,43.69949,-79.43527,43.69871,-79.43618,Toronto,,Ontario,Canada,CA-ON,0.0276,26,2019-02-02,5.0
dpz9hec,43.79013,-79.254,43.7915,-79.25262,43.79092,-79.25304,Toronto,,Ontario,Canada,CA-ON,0.204,37,2019-02-02,5.0
dpz2pqg,43.63083,-79.48196,43.6322,-79.48059,43.63105,-79.48124,Toronto,,Ontario,Canada,CA-ON,0.2663,56,2019-02-02,5.0
dpz8gqk,43.75992,-79.30481,43.76129,-79.30344,43.7604,-79.30448,Toronto,,Ontario,Canada,CA-ON,0.151,29,2019-02-02,5.0
dpz884z,43.69675,-79.44351,43.69812,-79.44214,43.69727,-79.44283,Toronto,,Ontario,Canada,CA-ON,0.0368,29,2019-02-02,5.0
dpz2rtp,43.66516,-79.46548,43.66653,-79.46411,43.66559,-79.4646,Toronto,,Ontario,Canada,CA-ON,0.039,31,2019-02-02,5.0
dpz9hyv,43.80661,-79.23752,43.80798,-79.23615,43.80755,-79.23732,Toronto,,Ontario,Canada,CA-ON,0.0259,3,2019-02-02,5.0
dpz89k1,43.70361,-79.39682,43.70499,-79.39545,43.70406,-79.39637,Toronto,,Ontario,Canada,CA-ON,0.0102,3,2019-02-02,5.0
dpz3p0s,43.77228,-79.49158,43.77365,-79.4902,43.77296,-79.49132,Toronto,,Ontario,Canada,CA-ON,0.0187,3,2019-02-02,5.0
dpz824m,43.65005,-79.44626,43.65143,-79.44489,43.65121,-79.44525,Toronto,,Ontario,Canada,CA-ON,0.0084,3,2019-02-02,5.0
dpz88e6,43.69949,-79.42841,43.70087,-79.42703,43.70047,-79.42752,Toronto,,Ontario,Canada,CA-ON,0.0127,3,2019-02-02,5.0
dpz2rut,43.66241,-79.45724,43.66379,-79.45587,43.66319,-79.45662,Toronto,,Ontario,Canada,CA-ON,0.1064,3,2019-02-02,5.0
dpz91gz,43.79013,-79.36661,43.7915,-79.36523,43.79025,-79.36598,Toronto,,Ontario,Canada,CA-ON,0.0193,3,2019-02-02,5.0
dpz82ms,43.66791,-79.43665,43.66928,-79.43527,43.66885,-79.43653,Toronto,,Ontario,Canada,CA-ON,0.0503,3,2019-02-02,5.0
dpz2vq3,43.75992,-79.5726,43.76129,-79.57123,43.76022,-79.57181,Toronto,,Ontario,Canada,CA-ON,0.0103,3,2019-02-02,5.0
dpz2ryz,43.67477,-79.4545,43.67615,-79.45313,43.67552,-79.454,Toronto,,Ontario,Canada,CA-ON,0.012,3,2019-02-02,5.0
dpz8gb8,43.72833,-79.28833,43.72971,-79.28696,43.72915,-79.28816,Toronto,,Ontario,Canada,CA-ON,0.0267,3,2019-02-02,5.0
dpz8gc5,43.73108,-79.28421,43.73245,-79.28284,43.73175,-79.28407,Toronto,,Ontario,Canada,CA-ON,0.0197,3,2019-02-02,5.0
dpz8cr5,43.76404,-79.39407,43.76541,-79.3927,43.7651,-79.39319,Toronto,,Ontario,Canada,CA-ON,0.0084,3,2019-02-02,5.0
dpz942f,43.77365,-79.3515,43.77502,-79.35013,43.77432,-79.35077,Toronto,,Ontario,Canada,CA-ON,0.0379,3,2019-02-02,5.0
dpz2x36,43.68851,-79.48334,43.68988,-79.48196,43.68873,-79.4828,Toronto,,Ontario,Canada,CA-ON,0.0154,3,2019-02-02,5.0
dpz8ehw,43.70636,-79.31305,43.70773,-79.31168,43.70668,-79.31195,Toronto,,Ontario,Canada,CA-ON,0.0711,4,2019-02-02,5.0
dpz8dh7,43.70499,-79.36111,43.70636,-79.35974,43.70562,-79.36015,Toronto,,Ontario,Canada,CA-ON,0.0129,4,2019-02-02,5.0
dpz83mz,43.66928,-79.38858,43.67065,-79.38721,43.67028,-79.38734,Toronto,,Ontario,Canada,CA-ON,0.0285,4,2019-02-02,5.0
dpz82js,43.66791,-79.44763,43.66928,-79.44626,43.66885,-79.44682,Toronto,,Ontario,Canada,CA-ON,0.0315,5,2019-02-02,5.0
dpz86dc,43.6528,-79.34189,43.65417,-79.34052,43.65332,-79.34159,Toronto,,Ontario,Canada,CA-ON,0.0228,5,2019-02-02,5.0
dpz2sy2,43.71597,-79.59595,43.71735,-79.59457,43.71703,-79.59509,Toronto,,Ontario,Canada,CA-ON,0.0156,5,2019-02-02,5.0
dpz8dds,43.69537,-79.33777,43.69675,-79.3364,43.69609,-79.33715,Toronto,,Ontario,Canada,CA-ON,0.0568,5,2019-02-02,5.0
dpz8yr5,43.76404,-79.17435,43.76541,-79.17297,43.7653,-79.17405,Toronto,,Ontario,Canada,CA-ON,0.0532,6,2019-02-02,5.0
dpz8fd0,43.73657,-79.34326,43.73795,-79.34189,43.73717,-79.34279,Toronto,,Ontario,Canada,CA-ON,0.0149,6,2019-02-02,5.0
dpz91q5,43.80249,-79.39407,43.80386,-79.3927,43.80384,-79.39348,Toronto,,Ontario,Canada,CA-ON,0.1244,6,2019-02-02,5.0
dpz89ku,43.70773,-79.3927,43.70911,-79.39133,43.70801,-79.39248,Toronto,,Ontario,Canada,CA-ON,0.0227,6,2019-02-02,5.0
dpz2xt4,43.70911,-79.47235,43.71048,-79.47098,43.71027,-79.47209,Toronto,,Ontario,Canada,CA-ON,0.0322,7,2019-02-02,5.0
dpz88x8,43.72284,-79.43115,43.72421,-79.42978,43.72343,-79.43072,Toronto,,Ontario,Canada,CA-ON,0.0155,7,2019-02-02,5.0
dpz2wq3,43.71597,-79.52866,43.71735,-79.52728,43.7166,-79.52795,Toronto,,Ontario,Canada,CA-ON,0.0817,8,2019-02-02,5.0
dpz8gqp,43.75854,-79.30069,43.75992,-79.29932,43.7592,-79.30033,Toronto,,Ontario,Canada,CA-ON,0.0584,9,2019-02-02,5.0
dpz83ht,43.66241,-79.40231,43.66379,-79.40094,43.66309,-79.40197,Toronto,,Ontario,Canada,CA-ON,0.035,9,2019-02-02,5.0
dpz95fv,43.78464,-79.28146,43.78601,-79.28009,43.78501,-79.2804,Toronto,,Ontario,Canada,CA-ON,0.0894,9,2019-02-02,5.0
dpz83dn,43.64868,-79.37897,43.65005,-79.37759,43.6494,-79.37808,Toronto,,Ontario,Canada,CA-ON,0.0637,11,2019-02-02,5.0
dpz902b,43.77365,-79.44214,43.77502,-79.44077,43.77403,-79.44158,Toronto,,Ontario,Canada,CA-ON,0.1122,11,2019-02-02,5.0
dpz2swg,43.71872,-79.60281,43.72009,-79.60144,43.71907,-79.60241,Toronto,,Ontario,Canada,CA-ON,0.0536,12,2019-02-02,5.0
dpz8ees,43.70087,-79.29382,43.70224,-79.29245,43.70137,-79.29278,Toronto,,Ontario,Canada,CA-ON,0.099,12,2019-02-02,5.0
dpz9h7t,43.78876,-79.25949,43.79013,-79.25812,43.78971,-79.2588,Toronto,,Ontario,Canada,CA-ON,0.0519,15,2019-02-02,5.0
dpz8934,43.68713,-79.39545,43.68851,-79.39407,43.68799,-79.39457,Toronto,,Ontario,Canada,CA-ON,0.0291,15,2019-02-02,5.0
dpz90v0,43.797,-79.42017,43.79837,-79.41879,43.79806,-79.41976,Toronto,,Ontario,Canada,CA-ON,0.0525,18,2019-02-02,5.0
dpz91b5,43.76953,-79.3721,43.7709,-79.37073,43.77025,-79.37129,Toronto,,Ontario,Canada,CA-ON,0.0572,18,2019-02-02,5.0
dpz89k2,43.70499,-79.39819,43.70636,-79.39682,43.7057,-79.39803,Toronto,,Ontario,Canada,CA-ON,0.0284,3,2019-02-02,5.0
dpz2uyq,43.75992,-79.58771,43.76129,-79.58633,43.75999,-79.58695,Toronto,,Ontario,Canada,CA-ON,0.0189,3,2019-02-02,5.0
dpz2tdd,43.69537,-79.56024,43.69675,-79.55887,43.69623,-79.55946,Toronto,,Ontario,Canada,CA-ON,0.0066,3,2019-02-02,5.0
dpz88nm,43.71597,-79.44626,43.71735,-79.44489,43.71624,-79.44525,Toronto,,Ontario,Canada,CA-ON,0.0074,3,2019-02-02,5.0
dpz8227,43.63907,-79.43802,43.64044,-79.43665,43.64019,-79.43727,Toronto,,Ontario,Canada,CA-ON,0.0066,3,2019-02-02,5.0
dpz94bx,43.77228,-79.32266,43.77365,-79.32129,43.77258,-79.32178,Toronto,,Ontario,Canada,CA-ON,0.0105,3,2019-02-02,5.0
dpz83cb,43.64731,-79.37622,43.64868,-79.37485,43.64792,-79.37554,Toronto,,Ontario,Canada,CA-ON,0.0303,3,2019-02-02,5.0
dpz2qz1,43.67615,-79.50668,43.67752,-79.50531,43.6769,-79.50596,Toronto,,Ontario,Canada,CA-ON,0.0159,3,2019-02-02,5.0
dpz3pde,43.78326,-79.47098,43.78464,-79.4696,43.78379,-79.47014,Toronto,,Ontario,Canada,CA-ON,0.014,3,2019-02-02,5.0
dpz2nc3,43.60062,-79.50668,43.60199,-79.50531,43.60096,-79.50551,Toronto,,Ontario,Canada,CA-ON,0.0095,3,2019-02-02,5.0
dpz8e99,43.68988,-79.29794,43.69125,-79.29657,43.69034,-79.29686,Toronto,,Ontario,Canada,CA-ON,0.0263,3,2019-02-02,5.0
dpz2wqt,43.71735,-79.52316,43.71872,-79.52179,43.71779,-79.523,Toronto,,Ontario,Canada,CA-ON,0.0115,4,2019-02-02,5.0
dpz8g3f,43.7352,-79.30756,43.73657,-79.30618,43.73614,-79.30734,Toronto,,Ontario,Canada,CA-ON,0.0079,4,2019-02-02,5.0
dpz86nu,43.67477,-79.35974,43.67615,-79.35837,43.67608,-79.35919,Toronto,,Ontario,Canada,CA-ON,0.0067,4,2019-02-02,5.0
dpz8262,43.65005,-79.44214,43.65143,-79.44077,43.65038,-79.44141,Toronto,,Ontario,Canada,CA-ON,0.0337,5,2019-02-02,5.0
dpz2syh,43.7146,-79.59045,43.71597,-79.58908,43.71585,-79.58954,Toronto,,Ontario,Canada,CA-ON,0.0576,7,2019-02-02,5.0
dpz8f98,43.73383,-79.34326,43.7352,-79.34189,43.73449,-79.34273,Toronto,,Ontario,Canada,CA-ON,0.028,8,2019-02-02,5.0
dpz89tr,43.71048,-79.37759,43.71185,-79.37622,43.7112,-79.37705,Toronto,,Ontario,Canada,CA-ON,0.0325,9,2019-02-02,5.0
dpz8f83,43.72696,-79.34189,43.72833,-79.34052,43.72756,-79.34085,Toronto,,Ontario,Canada,CA-ON,0.0161,10,2019-02-02,5.0
dpz8upu,43.76816,-79.27185,43.76953,-79.27048,43.76889,-79.27136,Toronto,,Ontario,Canada,CA-ON,0.0614,10,2019-02-02,5.0
dpz90k7,43.79288,-79.43802,43.79425,-79.43665,43.79412,-79.43769,Toronto,,Ontario,Canada,CA-ON,0.0795,10,2019-02-02,5.0
dpz2rjk,43.66653,-79.49158,43.66791,-79.4902,43.66722,-79.49125,Toronto,,Ontario,Canada,CA-ON,0.0284,10,2019-02-02,5.0
dpz2z24,43.72559,-79.48334,43.72696,-79.48196,43.7267,-79.48217,Toronto,,Ontario,Canada,CA-ON,0.0541,11,2019-02-02,5.0
dpz89wy,43.71872,-79.37897,43.72009,-79.37759,43.71914,-79.3785,Toronto,,Ontario,Canada,CA-ON,0.1006,12,2019-02-02,5.0
dpz8gjv,43.75717,-79.31442,43.75854,-79.31305,43.75826,-79.31358,Toronto,,Ontario,Canada,CA-ON,0.0272,12,2019-02-02,5.0
dpz89kg,43.70773,-79.39407,43.70911,-79.3927,43.70834,-79.39329,Toronto,,Ontario,Canada,CA-ON,0.0811,14,2019-02-02,5.0
dpz86d6,43.65005,-79.34052,43.65143,-79.33914,43.65078,-79.3397,Toronto,,Ontario,Canada,CA-ON,0.0596,15,2019-02-02,5.0
dpz8u3s,43.73383,-79.26086,43.7352,-79.25949,43.73409,-79.26026,Toronto,,Ontario,Canada,CA-ON,0.1419,36,2019-02-02,5.0
dpz2vur,43.74893,-79.54239,43.75031,-79.54102,43.74936,-79.54179,Toronto,,Ontario,Canada,CA-ON,0.2254,60,2019-02-02,5.0
dpz2jzr,43.63358,-79.54239,43.63495,-79.54102,43.63461,-79.54161,Toronto,,Ontario,Canada,CA-ON,0.1307,49,2019-02-02,5.0
dpz95n8,43.80524,-79.32129,43.80661,-79.31992,43.80611,-79.32071,Toronto,,Ontario,Canada,CA-ON,0.0218,3,2019-02-02,5.0
dpz82zd,43.67889,-79.41742,43.68027,-79.41605,43.68016,-79.41717,Toronto,,Ontario,Canada,CA-ON,0.0094,3,2019-02-02,5.0
dpz8942,43.694,-79.40918,43.69537,-79.40781,43.69439,-79.40853,Toronto,,Ontario,Canada,CA-ON,0.0142,3,2019-02-02,5.0
dpz8gqx,43.76129,-79.30069,43.76266,-79.29932,43.76143,-79.30005,Toronto,,Ontario,Canada,CA-ON,0.0068,3,2019-02-02,5.0
dpz2xzu,43.72421,-79.45862,43.72559,-79.45724,43.72534,-79.45744,Toronto,,Ontario,Canada,CA-ON,0.0142,3,2019-02-02,5.0
dpz9k0k,43.81485,-79.27185,43.81622,-79.27048,43.81589,-79.27135,Toronto,,Ontario,Canada,CA-ON,0.0106,3,2019-02-02,5.0
dpz867w,43.65692,-79.34601,43.65829,-79.34464,43.65729,-79.34484,Toronto,,Ontario,Canada,CA-ON,0.008,3,2019-02-02,5.0
dpz2z2k,43.72696,-79.48059,43.72833,-79.47922,43.72755,-79.47988,Toronto,,Ontario,Canada,CA-ON,0.0056,3,2019-02-02,5.0
dpz899f,43.69125,-79.38446,43.69263,-79.38309,43.69155,-79.38375,Toronto,,Ontario,Canada,CA-ON,0.01,3,2019-02-02,5.0
dpz90bu,43.77365,-79.41467,43.77502,-79.4133,43.77419,-79.41411,Toronto,,Ontario,Canada,CA-ON,0.0169,3,2019-02-02,5.0
dpz90cu,43.77914,-79.41467,43.78052,-79.4133,43.78016,-79.41368,Toronto,,Ontario,Canada,CA-ON,0.0553,3,2019-02-02,5.0
dpz2q66,43.65005,-79.52728,43.65143,-79.52591,43.65077,-79.52692,Toronto,,Ontario,Canada,CA-ON,0.0066,3,2019-02-02,5.0
dpz2y19,43.73383,-79.53964,43.7352,-79.53827,43.73455,-79.53842,Toronto,,Ontario,Canada,CA-ON,0.0077,3,2019-02-02,5.0
dpz87j5,43.66516,-79.31717,43.66653,-79.3158,43.6657,-79.31649,Toronto,,Ontario,Canada,CA-ON,0.0107,4,2019-02-02,5.0
dpz838z,43.64182,-79.37759,43.64319,-79.37622,43.64232,-79.37645,Toronto,,Ontario,Canada,CA-ON,0.0169,4,2019-02-02,5.0
dpz2nmb,43.62534,-79.53003,43.62671,-79.52866,43.62611,-79.529,Toronto,,Ontario,Canada,CA-ON,0.0205,4,2019-02-02,5.0
dpz2y50,43.74207,-79.54102,43.74344,-79.53964,43.74271,-79.54024,Toronto,,Ontario,Canada,CA-ON,0.0374,4,2019-02-02,5.0
dpz8gcp,43.73108,-79.27872,43.73245,-79.27734,43.73177,-79.27844,Toronto,,Ontario,Canada,CA-ON,0.024,4,2019-02-02,5.0
dpz3p8v,43.77365,-79.46823,43.77502,-79.46686,43.77436,-79.46815,Toronto,,Ontario,Canada,CA-ON,0.0399,5,2019-02-02,5.0
dpz83s8,43.66241,-79.38721,43.66379,-79.38583,43.66355,-79.38666,Toronto,,Ontario,Canada,CA-ON,0.0207,5,2019-02-02,5.0
dpz8gu4,43.74756,-79.28558,43.74893,-79.28421,43.74801,-79.28479,Toronto,,Ontario,Canada,CA-ON,0.0183,5,2019-02-02,5.0
dpz830v,43.64182,-79.40231,43.64319,-79.40094,43.64254,-79.40212,Toronto,,Ontario,Canada,CA-ON,0.0159,5,2019-02-02,5.0
dpz87q6,43.67203,-79.30756,43.6734,-79.30618,43.67231,-79.30727,Toronto,,Ontario,Canada,CA-ON,0.0203,6,2019-02-02,5.0
dpz89p8,43.72284,-79.40918,43.72421,-79.40781,43.72384,-79.40825,Toronto,,Ontario,Canada,CA-ON,0.0471,7,2019-02-02,5.0
dpz8bm2,43.75443,-79.44214,43.7558,-79.44077,43.7549,-79.44175,Toronto,,Ontario,Canada,CA-ON,0.061,7,2019-02-02,5.0
dpz8ezc,43.72421,-79.28696,43.72559,-79.28558,43.72447,-79.28613,Toronto,,Ontario,Canada,CA-ON,0.0227,8,2019-02-02,5.0
dpz89hq,43.70499,-79.40094,43.70636,-79.39957,43.70617,-79.40027,Toronto,,Ontario,Canada,CA-ON,0.0235,8,2019-02-02,5.0
dpz3p86,43.7709,-79.47235,43.77228,-79.47098,43.77152,-79.47218,Toronto,,Ontario,Canada,CA-ON,0.0479,8,2019-02-02,5.0
dpz2nsm,43.6171,-79.51218,43.61847,-79.5108,43.61814,-79.51124,Toronto,,Ontario,Canada,CA-ON,0.0244,8,2019-02-02,5.0
dpz8djg,43.71323,-79.36111,43.7146,-79.35974,43.7145,-79.36037,Toronto,,Ontario,Canada,CA-ON,0.049,9,2019-02-02,5.0
dpz89k0,43.70361,-79.39819,43.70499,-79.39682,43.70419,-79.39787,Toronto,,Ontario,Canada,CA-ON,0.0231,10,2019-02-02,5.0
dpz2xsp,43.70361,-79.46548,43.70499,-79.46411,43.70404,-79.46459,Toronto,,Ontario,Canada,CA-ON,0.036,12,2019-02-02,5.0
dpz95bp,43.76953,-79.27872,43.7709,-79.27734,43.77054,-79.27775,Toronto,,Ontario,Canada,CA-ON,0.0706,19,2019-02-02,5.0
dpz8bzt,43.76678,-79.4133,43.76816,-79.41193,43.76723,-79.41238,Toronto,,Ontario,Canada,CA-ON,0.0594,19,2019-02-02,5.0
dpz8c8h,43.72559,-79.38171,43.72696,-79.38034,43.72608,-79.38078,Toronto,,Ontario,Canada,CA-ON,0.1499,23,2019-02-02,5.0
dpz8cxs,43.76678,-79.38171,43.76816,-79.38034,43.76811,-79.38151,Toronto,,Ontario,Canada,CA-ON,0.0235,3,2019-02-02,5.0
dpz8u80,43.72559,-79.25537,43.72696,-79.254,43.72627,-79.25467,Toronto,,Ontario,Canada,CA-ON,0.0258,3,2019-02-02,5.0
dpz89hy,43.70773,-79.40094,43.70911,-79.39957,43.70792,-79.40073,Toronto,,Ontario,Canada,CA-ON,0.0068,3,2019-02-02,5.0
dpz2rw1,43.67065,-79.47372,43.67203,-79.47235,43.67097,-79.47352,Toronto,,Ontario,Canada,CA-ON,0.008,3,2019-02-02,5.0
dpz86ef,43.65829,-79.34052,43.65967,-79.33914,43.6586,-79.33932,Toronto,,Ontario,Canada,CA-ON,0.0053,3,2019-02-02,5.0
dpz86xz,43.68027,-79.33365,43.68164,-79.33228,43.68142,-79.33273,Toronto,,Ontario,Canada,CA-ON,0.0089,3,2019-02-02,5.0
dpz8e0s,43.68439,-79.3158,43.68576,-79.31442,43.68515,-79.31538,Toronto,,Ontario,Canada,CA-ON,0.0158,3,2019-02-02,5.0
dpz8284,43.6377,-79.42841,43.63907,-79.42703,43.63901,-79.42733,Toronto,,Ontario,Canada,CA-ON,0.0139,3,2019-02-02,5.0
dpz8bzj,43.76404,-79.4133,43.76541,-79.41193,43.7651,-79.41205,Toronto,,Ontario,Canada,CA-ON,0.0245,3,2019-02-02,5.0
dpz9hg1,43.78601,-79.24301,43.78738,-79.24164,43.78711,-79.24216,Toronto,,Ontario,Canada,CA-ON,0.0073,3,2019-02-02,5.0
dpz943p,43.77502,-79.34464,43.7764,-79.34326,43.77593,-79.34353,Toronto,,Ontario,Canada,CA-ON,0.0232,3,2019-02-02,5.0
dpz8u5f,43.74619,-79.2746,43.74756,-79.27322,43.74725,-79.27403,Toronto,,Ontario,Canada,CA-ON,0.0176,3,2019-02-02,5.0
dpz2jw4,43.62671,-79.56024,43.62808,-79.55887,43.62764,-79.55925,Toronto,,Ontario,Canada,CA-ON,0.0148,3,2019-02-02,5.0
dpz83ep,43.65417,-79.37759,43.65555,-79.37622,43.65476,-79.37644,Toronto,,Ontario,Canada,CA-ON,0.0067,3,2019-02-02,5.0
dpz2znj,43.75854,-79.4902,43.75992,-79.48883,43.75927,-79.48988,Toronto,,Ontario,Canada,CA-ON,0.0195,4,2019-02-02,5.0
dpz9hv6,43.79837,-79.24164,43.79974,-79.24026,43.79896,-79.24142,Toronto,,Ontario,Canada,CA-ON,0.014,4,2019-02-02,5.0
dpz89k7,43.70499,-79.39407,43.70636,-79.3927,43.70532,-79.39313,Toronto,,Ontario,Canada,CA-ON,0.0211,4,2019-02-02,5.0
dpz80zp,43.6322,-79.41055,43.63358,-79.40918,43.63293,-79.40992,Toronto,,Ontario,Canada,CA-ON,0.0109,4,2019-02-02,5.0
dpz2zhy,43.75168,-79.48883,43.75305,-79.48746,43.75245,-79.48822,Toronto,,Ontario,Canada,CA-ON,0.0543,5,2019-02-02,5.0
dpz8gfs,43.73932,-79.28284,43.74069,-79.28146,43.73945,-79.28155,Toronto,,Ontario,Canada,CA-ON,0.0291,6,2019-02-02,5.0
dpz2nfn,43.60474,-79.49982,43.60611,-79.49844,43.60501,-79.49904,Toronto,,Ontario,Canada,CA-ON,0.0401,6,2019-02-02,5.0
dpz83e4,43.65417,-79.38446,43.65555,-79.38309,43.65474,-79.38377,Toronto,,Ontario,Canada,CA-ON,0.02,6,2019-02-02,5.0
dpz948d,43.77228,-79.34052,43.77365,-79.33914,43.77289,-79.33933,Toronto,,Ontario,Canada,CA-ON,0.0316,7,2019-02-02,5.0
dpz8dju,43.71323,-79.35974,43.7146,-79.35837,43.71392,-79.35937,Toronto,,Ontario,Canada,CA-ON,0.0415,7,2019-02-02,5.0
dpz2nw9,43.62946,-79.51767,43.63083,-79.5163,43.63042,-79.5175,Toronto,,Ontario,Canada,CA-ON,0.0297,7,2019-02-02,5.0
dpz2jy1,43.62671,-79.55063,43.62808,-79.54926,43.6268,-79.55058,Toronto,,Ontario,Canada,CA-ON,0.0753,7,2019-02-02,5.0
dpz2mwu,43.67477,-79.5575,43.67615,-79.55612,43.67545,-79.55707,Toronto,,Ontario,Canada,CA-ON,0.0067,7,2019-02-02,5.0
dpz2x1v,43.69125,-79.4902,43.69263,-79.48883,43.69217,-79.48953,Toronto,,Ontario,Canada,CA-ON,0.1202,8,2019-02-02,5.0
dpz2zxy,43.76816,-79.46686,43.76953,-79.46548,43.76861,-79.46661,Toronto,,Ontario,Canada,CA-ON,0.018,8,2019-02-02,5.0
dpz8c1e,43.73383,-79.40506,43.7352,-79.40369,43.73425,-79.40455,Toronto,,Ontario,Canada,CA-ON,0.0349,9,2019-02-02,5.0
dpz2u1x,43.73383,-79.61929,43.7352,-79.61792,43.73504,-79.61829,Toronto,,Ontario,Canada,CA-ON,0.0384,10,2019-02-02,5.0
