"","Geohash","AvgAcceleration","PercentOfVehicles","AvgMonthlyVolume","PercentCar","PercentMPV","PercentLDT","PercentMDT","PercentHDT","PercentOther","Count.Date","SeverityScore","IncidentsTotal","sum_acc_count","X8.Peak.Hr.Vehicle.Volume","X8.Peak.Hr.Pedestrian.Volume"
"598","dpz833q",0.5144,0.0341,499,0.0121,0.2133,0.1388,0.0885,0.0885,0.4588,2009-04-23,NA,NA,4,10712,12944
"599","dpz833r",0.6776,0.0442,249,0.0361,0.3494,0.1084,0.0402,0.0562,0.4097,NA,0.0158,4,NA,NA,NA
"600","dpz833s",0.6994,0.0767,3338,0.0266,0.2013,0.1056,0.0365,0.061,0.569,2017-05-17,NA,NA,5,9780,18756
"601","dpz833t",0.648,0.0982,1956,0.0196,0.2479,0.0914,0.0548,0.0883,0.498,NA,NA,NA,NA,NA,NA
"602","dpz833u",1.0336,0.0913,5347,0.0321,0.2293,0.1028,0.0366,0.0552,0.544,NA,NA,NA,NA,NA,NA
"603","dpz833v",0.587,0.08,4486,0.0322,0.2291,0.0984,0.0455,0.0601,0.5347,2017-06-15,0.0086,3,4,10620,16007
"604","dpz833w",0.7069,0.0647,201,0.0201,0.2764,0.0955,0.0653,0.0352,0.5075,2017-05-17,NA,NA,3,10325,25059
"605","dpz833x",0.9453,0.0313,160,0.0125,0.3563,0.0437,0.0437,0.1313,0.4125,NA,NA,NA,2,NA,NA
"606","dpz833y",0.7481,0.1098,601,0.0152,0.2054,0.1229,0.0606,0.0808,0.5151,2010-07-28,0.0201,7,NA,9502,3714
"607","dpz833z",0.4962,0.0584,2227,0.0236,0.2172,0.0975,0.0463,0.0612,0.5542,NA,NA,NA,NA,NA,NA
"608","dpz8340",1.2791,0.157,841,0.0084,0.2184,0.1468,0.0298,0.0418,0.5548,NA,NA,NA,NA,NA,NA
"609","dpz8341",0.6632,0.0283,953,0.0116,0.2104,0.0951,0.0317,0.0285,0.6227,NA,NA,NA,NA,NA,NA
"610","dpz8342",1.5419,0.3171,41,0,0.0488,0.6829,0.0244,0,0.2439,NA,NA,NA,NA,NA,NA
"611","dpz8343",0.6883,0.0433,208,0.0097,0.2029,0.1594,0.0338,0.0531,0.5411,NA,NA,NA,2,NA,NA
"612","dpz8344",0.8938,0.049,245,0.0041,0.2459,0.0697,0.0369,0.0328,0.6106,NA,NA,NA,NA,NA,NA
"613","dpz8345",1.3058,0.3582,67,0,0.3582,0.1343,0.0299,0.0299,0.4477,2015-04-02,NA,NA,3,9841,2137
"614","dpz8346",0.5975,0.0352,142,0.0071,0.1631,0.1135,0.0071,0.2482,0.461,NA,NA,NA,NA,NA,NA
"615","dpz8347",0.3947,0.013,2545,0.0186,0.1906,0.1083,0.0316,0.0601,0.5908,NA,NA,NA,NA,NA,NA
"616","dpz8348",0.562,0.0887,1308,0.0285,0.1986,0.0985,0.0531,0.0377,0.5836,NA,NA,NA,5,NA,NA
"617","dpz8349",0.6645,0.1579,57,0,0.2456,0.1754,0.0526,0.0526,0.4738,NA,NA,NA,NA,NA,NA
"618","dpz834b",0.5268,0.0219,183,0.011,0.2099,0.1436,0.0773,0.0718,0.4864,NA,NA,NA,NA,NA,NA
"619","dpz834c",0.6654,0.0769,52,0,0.2885,0.2115,0.0577,0.0385,0.4038,NA,NA,NA,NA,NA,NA
"620","dpz834d",0.4586,0.0706,8202,0.0217,0.1947,0.133,0.045,0.1037,0.5019,2015-04-11,NA,NA,4,15414,10194
"621","dpz834e",1.0165,0.0612,49,0.0204,0.2245,0.0612,0,0.0408,0.6531,NA,NA,NA,5,NA,NA
"622","dpz834f",0.4318,0.1688,77,0.039,0.2208,0.0779,0,0.026,0.6363,NA,NA,NA,6,NA,NA
"623","dpz834g",0.8249,0.1255,996,0.0161,0.1715,0.1019,0.0252,0.0555,0.6298,NA,NA,NA,NA,NA,NA
"624","dpz834h",1.344,0.1733,606,0.0199,0.2632,0.1242,0.043,0.0993,0.4504,NA,NA,NA,NA,NA,NA
"625","dpz834j",1.1342,0.0345,29,0.0345,0.4138,0.2414,0.0345,0.0345,0.2413,NA,NA,NA,NA,NA,NA
"626","dpz834m",0.7238,0.1556,45,0,0.1333,0.2,0.0444,0.0667,0.5556,NA,NA,NA,NA,NA,NA
"627","dpz834n",0.8025,0.0709,1311,0.0115,0.215,0.101,0.0321,0.0352,0.6052,NA,NA,NA,NA,NA,NA
"628","dpz834p",1.1879,0.2305,295,0.0207,0.2621,0.1793,0.1241,0.0759,0.3379,NA,NA,NA,NA,NA,NA
"629","dpz834q",1.0048,0.0206,194,0,0.0103,0.0258,0,0,0.9639,NA,NA,NA,NA,NA,NA
"630","dpz834r",0.6926,0.3,20,0,0.1,0.35,0,0,0.55,NA,NA,NA,NA,NA,NA
"631","dpz834s",0.5372,0.0685,511,0.0236,0.1984,0.0923,0.0413,0.0668,0.5776,NA,NA,NA,NA,NA,NA
"632","dpz834t",1.0361,0.025,40,0,0.275,0.15,0.1,0.1,0.375,2009-08-12,NA,NA,4,9481,4598
"633","dpz834u",0.6587,0.0656,305,0.0066,0.2566,0.1151,0.0164,0.0329,0.5724,NA,NA,NA,NA,NA,NA
"634","dpz834v",1.0402,0.142,169,0.0182,0.2242,0.1576,0.0242,0.1212,0.4546,NA,NA,NA,NA,NA,NA
"635","dpz834w",1.1078,0.1786,28,0,0.0714,0.1429,0.0714,0,0.7143,NA,NA,NA,2,NA,NA
"636","dpz834x",0.8588,0.2105,19,0,0.4211,0.0526,0.0526,0.2105,0.2632,NA,NA,NA,3,NA,NA
"637","dpz834y",0.9845,0.0385,26,0.0385,0.1154,0.2692,0.0769,0.0769,0.4231,NA,NA,NA,NA,NA,NA
"638","dpz834z",0.4284,0.5455,11,0,0.3636,0.4545,0,0.0909,0.091,NA,NA,NA,NA,NA,NA
"639","dpz8350",0.7979,0.0833,744,0.0109,0.2323,0.0951,0.0353,0.0272,0.5992,NA,NA,NA,NA,NA,NA
"640","dpz8351",0.8398,0.2857,35,0,0.2857,0.2286,0.1143,0.0286,0.3428,2015-04-02,NA,NA,2,10334,2241
"641","dpz8352",0.6212,0.0175,57,0.0175,0.1404,0.0526,0.193,0.0526,0.5439,NA,NA,NA,4,NA,NA
"642","dpz8353",1.7157,0.1111,27,0,0.1481,0.0741,0.037,0.2593,0.4815,2015-04-11,0.0246,7,19,14329,8776
"643","dpz8354",1.1407,0.0521,96,0.0104,0.2188,0.0729,0.0729,0.0729,0.5521,NA,NA,NA,NA,NA,NA
"644","dpz8355",0.7781,0.0346,2024,0.0134,0.1303,0.0721,0.0229,0.0284,0.7329,NA,NA,NA,NA,NA,NA
"645","dpz8356",0.9826,0.2694,438,0.0115,0.2729,0.0986,0.0872,0.0573,0.4725,NA,NA,NA,NA,NA,NA
"646","dpz8357",1.2826,0.1034,474,0.0148,0.2236,0.0802,0.0802,0.0485,0.5527,NA,NA,NA,NA,NA,NA
"647","dpz8358",0.7306,0.0472,106,0,0.0849,0.4717,0.0377,0.1415,0.2642,NA,NA,NA,7,NA,NA
"648","dpz8359",0.7563,0.0738,488,0.0062,0.1543,0.0679,0.035,0.0823,0.6543,NA,NA,NA,NA,NA,NA
"649","dpz835b",0.3922,0.0091,660,0.0091,0.2192,0.1263,0.0396,0.0807,0.5251,NA,NA,NA,NA,NA,NA
"650","dpz835c",1.0391,0.2286,35,0,0.2647,0.1471,0,0.0294,0.5588,NA,NA,NA,NA,NA,NA
"651","dpz835d",1.0151,0.3429,70,0,0.2,0.0857,0.2857,0,0.4286,2017-01-17,NA,NA,5,9614,3907
"652","dpz835e",0.8964,0.0417,24,0,0.0417,0.125,0,0,0.8333,NA,NA,NA,4,NA,NA
"653","dpz835f",0.875,0.0631,491,0.0082,0.2033,0.1643,0.0287,0.0513,0.5442,NA,NA,NA,NA,NA,NA
"654","dpz835g",0.6649,0.0524,592,0.0135,0.181,0.1489,0.0406,0.0338,0.5822,NA,NA,NA,NA,NA,NA
"655","dpz835h",2.8918,0.0417,24,0,0.4167,0.0833,0.0417,0.0417,0.4166,NA,NA,NA,NA,NA,NA
"656","dpz835j",0.8736,0.0783,2631,0.0168,0.0954,0.0473,0.0187,0.021,0.8008,NA,NA,NA,NA,NA,NA
"657","dpz835k",1.2684,0.0294,34,0,0.1765,0.1176,0.0294,0.0588,0.6177,NA,NA,NA,3,NA,NA
"658","dpz835m",1.4792,0.1034,29,0,0.1379,0,0,0.069,0.7931,NA,NA,NA,NA,NA,NA
"659","dpz835n",1.1101,0.1111,90,0.0222,0.2333,0.1333,0.0778,0.0333,0.5001,NA,NA,NA,NA,NA,NA
"660","dpz835p",0.5968,0.1541,714,0.0014,0.1678,0.1114,0.0494,0.055,0.615,2012-09-17,NA,NA,4,8810,2635
"661","dpz835q",1.2559,0.0333,30,0,0.1724,0,0.0345,0.0345,0.7586,NA,NA,NA,6,NA,NA
"662","dpz835r",0.6609,0.2703,37,0,0.2162,0.1081,0.1351,0.0541,0.4865,2012-08-22,0.0099,4,7,6586,7440
"663","dpz835s",1.112,0.2301,226,0.0179,0.2589,0.3839,0.1071,0.0179,0.2143,2017-01-17,NA,NA,NA,10055,3491
"664","dpz835t",1.4704,0.1818,11,0,0.2727,0.2727,0.0909,0.3636,1e-04,NA,NA,NA,NA,NA,NA
"665","dpz835u",0.8313,0.1414,396,0.0076,0.3528,0.1726,0.0279,0.0279,0.4112,NA,NA,NA,NA,NA,NA
"666","dpz835v",0.5549,0.0396,101,0,0.3069,0.1188,0.1386,0.0792,0.3565,NA,NA,NA,NA,NA,NA
"667","dpz835w",0.5884,0.0313,32,0,0.0938,0.1563,0.2813,0.0938,0.3748,2017-01-14,0.0074,3,NA,14353,10810
"668","dpz835x",0.6416,0.0725,4965,0.0221,0.1813,0.1002,0.0568,0.0763,0.5633,NA,0.0146,4,3,NA,NA
"669","dpz835y",1.2475,0.05,20,0,0.25,0.15,0.1,0.15,0.35,NA,NA,NA,2,NA,NA
"670","dpz835z",0.8798,0.1471,68,0,0.2206,0.2353,0.0882,0.2059,0.25,NA,NA,NA,3,NA,NA
"671","dpz8360",0.8066,0.4964,137,0,0.2059,0.1912,0.0662,0.0735,0.4632,NA,NA,NA,NA,NA,NA
"672","dpz8361",0.6842,0.069,203,0.0249,0.2438,0.0647,0.0647,0.1493,0.4526,2016-09-17,NA,NA,4,15709,19460
"673","dpz8362",1.046,0.0351,57,0.0175,0.2105,0.2281,0.0351,0.1053,0.4035,2012-08-28,NA,NA,NA,9635,5444
"674","dpz8363",0.8398,0.0897,78,0.0263,0.2237,0.1447,0.0395,0.1053,0.4605,NA,NA,NA,NA,NA,NA
"675","dpz8364",1.0894,0.1326,362,0.0028,0.2105,0.1191,0.1551,0.1717,0.3408,NA,NA,NA,NA,NA,NA
"676","dpz8365",1.4282,0.2679,56,0,0.1429,0.0893,0.0357,0.2321,0.5,2017-06-14,0.0283,3,NA,8832,11307
"677","dpz8366",1.8195,0.0345,58,0.0862,0.2414,0.0517,0.0517,0.0517,0.5173,NA,NA,NA,NA,NA,NA
"678","dpz8367",1.51,0.1372,277,0.0181,0.2671,0.1661,0.0433,0.1191,0.3863,NA,NA,NA,NA,NA,NA
"679","dpz8368",0.751,0.1192,369,0.0244,0.1491,0.187,0.1301,0.1247,0.3847,NA,NA,NA,6,NA,NA
"680","dpz8369",1.4346,0.1231,65,0,0.1563,0.2969,0.125,0.0156,0.4062,NA,NA,NA,2,NA,NA
"681","dpz836b",0.8859,0.0385,26,0,0.0385,0.1538,0.0769,0.5,0.2308,2015-04-11,NA,NA,5,11107,26960
"682","dpz836c",0.931,0.1429,91,0.022,0.1099,0.0769,0.044,0.2088,0.5384,2013-03-27,NA,NA,2,7630,9393
"683","dpz836d",0.8717,0.0957,460,0.0219,0.2582,0.1597,0.0438,0.0438,0.4726,NA,NA,NA,NA,NA,NA
"684","dpz836e",0.6926,0.1947,226,0.0179,0.2411,0.1786,0.0536,0.0804,0.4284,NA,NA,NA,NA,NA,NA
"685","dpz836f",1.118,0.0741,27,0,0.1481,0.1111,0,0.3333,0.4075,NA,NA,NA,NA,NA,NA
"686","dpz836g",0.4247,0.0218,413,0.0244,0.2249,0.0929,0.0513,0.0562,0.5503,2013-03-28,NA,NA,NA,11610,4911
"687","dpz836h",0.7927,0.1375,240,0.0042,0.2101,0.0714,0.0126,0.1681,0.5336,NA,0.031,13,NA,NA,NA
"688","dpz836j",0.6753,0.0895,8466,0.0309,0.224,0.0875,0.0455,0.0666,0.5455,2017-06-14,0.032,22,7,9183,24081
"689","dpz836k",0.7269,0.2917,168,0.0179,0.25,0.131,0.0357,0.0238,0.5416,NA,NA,NA,NA,NA,NA
"690","dpz836m",0.9799,0.0615,244,0.0165,0.214,0.1193,0.0741,0.1399,0.4362,NA,NA,NA,NA,NA,NA
"691","dpz836n",0.6107,0.1784,1996,0.0156,0.2494,0.0702,0.0424,0.0868,0.5356,2012-07-11,0.041,8,2,8831,5417
"692","dpz836p",0.8154,0.0769,351,0.0287,0.2356,0.092,0.0718,0.1523,0.4196,NA,NA,NA,3,NA,NA
"693","dpz836q",0.8694,0.1046,459,0.0132,0.2747,0.1253,0.0813,0.0835,0.422,NA,NA,NA,2,NA,NA
"694","dpz836r",1.0129,0.0472,360,0.0139,0.1755,0.1978,0.0613,0.0808,0.4707,2008-02-25,NA,NA,7,7554,3438
"695","dpz836s",0.6948,0.3824,34,0,0.4118,0.1765,0.0294,0.1176,0.2647,NA,NA,NA,NA,NA,NA
"696","dpz836t",0.9978,0.1071,28,0,0.25,0.2143,0.0357,0.0714,0.4286,NA,NA,NA,NA,NA,NA
"697","dpz836u",0.9829,0.0455,22,0,0.1364,0.1818,0.0909,0.2273,0.3636,NA,NA,NA,NA,NA,NA
"698","dpz836v",0.6996,0.0588,17,0.0588,0.2353,0.1176,0,0.0588,0.5295,NA,NA,NA,NA,NA,NA
"699","dpz836w",1.139,0.0144,347,0.0465,0.2326,0.186,0.0407,0.0785,0.4157,NA,NA,NA,NA,NA,NA
"700","dpz836x",0.5023,0.125,24,0.0417,0.5417,0.2083,0,0.0833,0.125,NA,NA,NA,NA,NA,NA
"701","dpz836y",0.6685,0.0979,286,0.0386,0.3789,0.2737,0.0456,0.0737,0.1895,NA,NA,NA,NA,NA,NA
"702","dpz836z",0.6699,0.0562,8897,0.0424,0.2266,0.1139,0.0413,0.0651,0.5107,2016-11-10,NA,NA,NA,23658,7660
"703","dpz8370",0.8047,0.0915,164,0.0123,0.2346,0.1235,0,0.2778,0.3518,NA,NA,NA,NA,NA,NA
"704","dpz8371",0.5755,0.1488,605,0.0083,0.2363,0.1747,0.025,0.0416,0.5141,NA,NA,NA,NA,NA,NA
"705","dpz8372",0.6916,0.022,91,0,0.1209,0.1648,0.022,0.1429,0.5494,NA,NA,NA,NA,NA,NA
"706","dpz8373",1.2798,0.1111,18,0,0.4444,0.0556,0,0.2778,0.2222,NA,NA,NA,NA,NA,NA
"707","dpz8374",1.3928,0.1034,29,0,0.1034,0.1379,0.069,0.2414,0.4483,NA,NA,NA,NA,NA,NA
"708","dpz8375",1.1028,0.1207,116,0.0175,0.0702,0.0702,0.2719,0.0439,0.5263,NA,NA,NA,NA,NA,NA
"709","dpz8376",0.5023,0.006,496,0.0082,0.2106,0.092,0.0184,0.045,0.6258,NA,NA,NA,5,NA,NA
"710","dpz8377",0.8309,0.1014,69,0,0.0725,0.1014,0.1739,0.2174,0.4348,NA,NA,NA,NA,NA,NA
"711","dpz8378",0.9864,0.1667,126,0,0.246,0.1587,0.1349,0.0556,0.4048,2017-01-17,NA,NA,NA,10110,7346
"712","dpz8379",0.6475,0.0897,145,0.0069,0.2828,0.1103,0.069,0.0483,0.4827,NA,NA,NA,2,NA,NA
"713","dpz837b",0.9642,0.0833,36,0,0.1389,0.4167,0.1389,0.0278,0.2777,NA,NA,NA,NA,NA,NA
"714","dpz837c",0.6946,0.037,108,0.0189,0.2453,0.1038,0.0377,0.0943,0.5,2017-01-16,NA,NA,NA,13259,16624
"715","dpz837d",0.5381,0.0395,430,0.0117,0.25,0.1145,0.1425,0.0491,0.4322,NA,NA,NA,NA,NA,NA
"716","dpz837e",1.182,0.0526,38,0,0.2895,0.0789,0.0263,0.5526,0.0527,NA,NA,NA,NA,NA,NA
"717","dpz837f",1.0452,0.0494,81,0,0.3457,0.1235,0.3333,0.0494,0.1481,NA,NA,NA,2,NA,NA
"718","dpz837g",0.6773,0.1863,483,0,0.7292,0.1,0.0542,0.0187,0.0979,2017-01-17,NA,NA,6,11346,7722
"719","dpz837h",0.6415,0.0721,111,0.018,0.0901,0.045,0.3423,0.036,0.4686,2015-04-13,NA,NA,4,10100,11071
"720","dpz837j",1.1931,0.0476,21,0.0476,0.1429,0.1905,0.0476,0.0476,0.5238,NA,NA,NA,NA,NA,NA
"721","dpz837k",1.562,0.0938,32,0,0.125,0.25,0.0625,0.125,0.4375,NA,NA,NA,NA,NA,NA
"722","dpz837m",0.7198,0.0641,156,0.0321,0.1795,0.0962,0.0833,0.1795,0.4294,NA,NA,NA,NA,NA,NA
"723","dpz837n",0.639,0.089,382,0.0289,0.3368,0.1053,0.0368,0.0974,0.3948,NA,NA,NA,NA,NA,NA
"724","dpz837p",0.5975,0.0815,12005,0.048,0.2204,0.1085,0.0417,0.0659,0.5155,2016-11-10,NA,NA,15,30191,28927
"725","dpz837q",0.6724,0.0764,9395,0.0435,0.223,0.1129,0.0427,0.0638,0.5141,2016-11-10,NA,NA,12,26595,17276
"726","dpz837r",0.5765,0.0615,846,0.0226,0.2259,0.1451,0.0559,0.1177,0.4328,NA,NA,NA,2,NA,NA
"727","dpz837s",0.9407,0.0522,134,0.0224,0.2388,0.2164,0.0522,0.1343,0.3359,NA,NA,NA,NA,NA,NA
"728","dpz837t",1.463,0.0469,128,0.0078,0.1719,0.2813,0.0625,0.2109,0.2656,NA,NA,NA,3,NA,NA
"729","dpz837u",1.1734,0.0682,44,0.0227,0.6136,0.0455,0.1818,0,0.1364,NA,NA,NA,NA,NA,NA
"730","dpz837v",0.7336,0.0909,77,0.026,0.1948,0.1169,0.013,0.2727,0.3766,NA,NA,NA,NA,NA,NA
"731","dpz837w",0.5639,0.0165,121,0.0667,0.1917,0.1167,0.0583,0.1583,0.4083,2017-01-18,0.04,15,12,25653,9081
"732","dpz837x",0.7464,0.0144,208,0.034,0.2233,0.1165,0.0243,0.0825,0.5194,NA,NA,NA,2,NA,NA
"733","dpz837y",1.7618,0.0364,55,0,0.2182,0.1091,0.0545,0.2545,0.3637,NA,NA,NA,NA,NA,NA
"734","dpz837z",0.5917,0.1429,14,0.0714,0.2143,0.1429,0,0,0.5714,NA,NA,NA,NA,NA,NA
"735","dpz8380",2.3111,0.093,43,0.0465,0.3488,0.1163,0.0233,0.0233,0.4418,2012-02-15,NA,NA,5,6665,2434
"736","dpz8381",0.5016,0.0873,126,0.0159,0.2222,0.119,0.1508,0.0556,0.4365,NA,NA,NA,NA,NA,NA
"737","dpz8382",0.6143,0.1828,1581,0.016,0.2075,0.1117,0.0639,0.1041,0.4968,2012-08-25,NA,NA,2,22733,1895
"738","dpz8383",0.5893,0.0167,5385,0.0341,0.1881,0.168,0.0513,0.1171,0.4414,NA,NA,NA,NA,NA,NA
"739","dpz8384",1.5363,0.0625,16,0.0625,0.125,0.0625,0.0625,0.25,0.4375,NA,NA,NA,NA,NA,NA
"740","dpz8385",0.6741,0.0769,169,0.006,0.25,0.2321,0.1488,0.1845,0.1786,NA,NA,NA,NA,NA,NA
"741","dpz8386",0.6062,0.0445,1954,0.0299,0.2094,0.149,0.0588,0.1542,0.3987,2012-10-06,NA,NA,12,7069,1587
"742","dpz8387",0.5561,0.1595,1229,0.0123,0.2148,0.1279,0.0689,0.1451,0.431,2009-04-23,0.014,3,NA,7181,2104
"743","dpz8388",1.5418,0.0702,242,0.0248,0.2521,0.1446,0.0331,0.0744,0.471,NA,NA,NA,NA,NA,NA
"744","dpz8389",3.5516,0.0435,23,0.0435,0.4348,0.087,0,0.2174,0.2173,NA,NA,NA,NA,NA,NA
"745","dpz838b",2.3852,0.0667,45,0,0.1333,0.1333,0.0222,0.1111,0.6001,NA,NA,NA,NA,NA,NA
"746","dpz838c",1.8993,0.0436,275,0.0255,0.292,0.1606,0.0328,0.0693,0.4198,NA,NA,NA,NA,NA,NA
"747","dpz838d",2.1345,0.0113,177,0.0339,0.1073,0.1695,0.0508,0.226,0.4125,NA,NA,NA,NA,NA,NA
"748","dpz838e",0.6456,0.018,20263,0.0302,0.1816,0.2363,0.0737,0.1475,0.3307,NA,NA,NA,NA,NA,NA
"749","dpz838f",0.4772,0.0429,303,0.0135,0.2399,0.1047,0.0405,0.1014,0.5,2009-11-23,NA,NA,NA,6151,1675
"750","dpz838g",0.7917,0.0205,1317,0.0313,0.195,0.0948,0.0558,0.0856,0.5375,NA,0.031,3,2,NA,NA
"751","dpz838h",1.3386,0.125,16,0,0,0.3125,0.4375,0.1875,0.0625,NA,NA,NA,NA,NA,NA
"752","dpz838j",0.7305,0.0833,36,0.0278,0.3889,0.1667,0.1111,0.0278,0.2777,NA,NA,NA,NA,NA,NA
"753","dpz838k",0.8198,0.0967,331,0.0183,0.3079,0.1159,0.1037,0.1402,0.314,2009-04-22,0.0133,6,2,9230,4629
"754","dpz838m",0.7021,0.1757,148,0.0068,0.3401,0.3061,0.0204,0.1497,0.1769,NA,NA,NA,3,NA,NA
"755","dpz838n",0.6051,0.1458,48,0,0.4167,0.3125,0,0.0833,0.1875,NA,NA,NA,NA,NA,NA
"756","dpz838q",1.1548,0.1944,72,0.0139,0.3889,0.2639,0.0139,0.1111,0.2083,NA,NA,NA,NA,NA,NA
"757","dpz838r",0.7608,0.3488,43,0.0698,0.1395,0.3721,0,0.0698,0.3488,NA,NA,NA,NA,NA,NA
"758","dpz838s",0.5423,0.0082,20919,0.0335,0.1833,0.246,0.07,0.1269,0.3403,2012-08-21,NA,NA,5,24814,7285
"759","dpz838t",0.5189,0.03,466,0.0173,0.1753,0.1645,0.0801,0.171,0.3918,NA,NA,NA,NA,NA,NA
"760","dpz838u",0.8029,0.1343,5286,0.0414,0.191,0.1306,0.0637,0.1001,0.4732,2016-10-04,NA,NA,5,15023,12237
"761","dpz838v",0.4431,0.0034,18943,0.0289,0.1818,0.2249,0.0756,0.1464,0.3424,NA,NA,NA,NA,NA,NA
"762","dpz838w",0.5994,0.0422,782,0.0233,0.1969,0.1554,0.0712,0.1723,0.3809,NA,NA,NA,3,NA,NA
"763","dpz838x",1.0075,0.0677,133,0,0.0752,0.0752,0.1429,0.0301,0.6766,2017-07-19,NA,NA,NA,11043,12772
"764","dpz838y",0.7639,0.0034,17151,0.0351,0.1761,0.2554,0.0696,0.1365,0.3273,2012-08-22,NA,NA,16,17008,13149
"765","dpz838z",0.8204,0.0781,2201,0.0256,0.1939,0.1504,0.0832,0.1788,0.3681,2009-06-09,0.0169,4,10,18261,7776
"766","dpz8390",0.6178,0.0345,58,0.0179,0.2143,0.0714,0.0714,0.0536,0.5714,NA,NA,NA,NA,NA,NA
"767","dpz8391",1.2488,0.0417,24,0.0833,0.2083,0.125,0.125,0.0417,0.4167,NA,NA,NA,NA,NA,NA
"768","dpz8392",0.6542,0.0427,750,0.0256,0.2948,0.1023,0.0511,0.0915,0.4347,NA,NA,NA,5,NA,NA
"769","dpz8393",0.5729,0.0483,724,0.0321,0.2193,0.1592,0.0726,0.0726,0.4442,2015-06-16,NA,NA,4,11290,31351
"770","dpz8394",2.1182,0.0714,28,0.0357,0.1786,0.0714,0.1429,0.0357,0.5357,NA,NA,NA,2,NA,NA
"771","dpz8395",1.4204,0.1,30,0.0333,0.1333,0.1333,0.0667,0.2,0.4334,NA,0.0548,4,2,NA,NA
"772","dpz8396",0.7511,0.045,3020,0.0411,0.1866,0.1405,0.0534,0.0821,0.4963,NA,NA,NA,2,NA,NA
"773","dpz8397",1.0919,0.1062,989,0.0499,0.1548,0.1609,0.055,0.1222,0.4572,2016-09-17,NA,NA,NA,16857,17564
"774","dpz8398",0.6293,0.0339,620,0.0242,0.2682,0.0937,0.0372,0.0582,0.5185,NA,NA,NA,NA,NA,NA
"775","dpz8399",0.4374,0.0665,1249,0.0241,0.2578,0.1518,0.0618,0.0651,0.4394,2017-02-02,NA,NA,3,9034,17868
"776","dpz839b",0.603,0.0558,394,0.0179,0.2385,0.0846,0.0897,0.059,0.5103,2017-05-17,NA,NA,2,8437,25628
"777","dpz839c",0.5306,0.0774,3733,0.0421,0.2105,0.1169,0.0564,0.0812,0.4929,2016-09-17,0.014,6,10,16694,8406
"778","dpz839d",0.5383,0.0903,1461,0.0455,0.1875,0.1385,0.0751,0.0937,0.4597,2015-04-20,NA,NA,6,18390,18152
"779","dpz839e",0.4511,0.0767,939,0.028,0.2172,0.143,0.0634,0.0753,0.4731,2017-06-21,NA,NA,4,5575,32338
"780","dpz839f",0.4979,0.0281,391,0.0517,0.1705,0.1473,0.0672,0.0775,0.4858,2016-11-10,NA,NA,NA,12474,20091
"781","dpz839g",0.7136,0.0313,447,0.0317,0.1565,0.1111,0.1088,0.0794,0.5125,NA,NA,NA,10,NA,NA
"782","dpz839h",1.703,0.0385,26,0,0.0769,0.1538,0.1538,0.2692,0.3463,NA,NA,NA,NA,NA,NA
"783","dpz839j",1.2356,0.0204,49,0.0204,0.2041,0.1633,0.0204,0.0612,0.5306,NA,NA,NA,NA,NA,NA
"784","dpz839k",1.8305,0.0278,72,0,0.1528,0.2222,0.0972,0.0972,0.4306,NA,NA,NA,NA,NA,NA
"785","dpz839m",1.046,0.0213,47,0.0435,0.087,0.2174,0.0435,0.3261,0.2825,NA,NA,NA,NA,NA,NA
"786","dpz839n",0.5133,0.0164,61,0,0.0833,0.2333,0.1,0.2167,0.3667,NA,NA,NA,4,NA,NA
"787","dpz839p",0.7166,0.0077,19118,0.0366,0.1811,0.2525,0.0705,0.1395,0.3198,NA,0.0081,3,NA,NA,NA
"788","dpz839q",1.1922,0.0723,83,0.012,0.1325,0.1566,0.0843,0.1205,0.4941,NA,0.045,3,6,NA,NA
"789","dpz839r",2.1835,0.0517,58,0.0172,0.069,0.2069,0.0517,0.2069,0.4483,NA,NA,NA,NA,NA,NA
"790","dpz839s",0.6955,0.05,580,0.0294,0.1315,0.1592,0.0952,0.1609,0.4238,NA,NA,NA,NA,NA,NA
"791","dpz839t",0.7815,0.0564,691,0.0379,0.1793,0.1166,0.0656,0.0948,0.5058,2009-04-22,NA,NA,NA,18965,17115
"792","dpz839u",0.512,0.033,546,0.039,0.141,0.1243,0.1076,0.115,0.4731,NA,0.0415,4,NA,NA,NA
"793","dpz839v",0.4069,0.0589,883,0.032,0.2071,0.1201,0.0549,0.0732,0.5127,2016-11-10,NA,NA,10,15543,47561
"794","dpz839w",0.4487,0.0596,2315,0.0312,0.229,0.1101,0.0542,0.0555,0.52,NA,NA,NA,3,NA,NA
"795","dpz839x",0.8231,0.0616,2061,0.0181,0.26,0.1017,0.0635,0.0841,0.4726,2016-09-17,NA,NA,7,10996,10950
"796","dpz839y",0.595,0.08,1676,0.024,0.2242,0.1496,0.0703,0.1172,0.4147,NA,0.0392,3,NA,NA,NA
"797","dpz839z",0.5619,0.0288,1251,0.0281,0.291,0.1214,0.0699,0.0836,0.406,2014-05-06,0.0256,9,6,13620,26656
"798","dpz83b2",0.6047,0.0455,22,0,0.0455,0,0.2273,0.1818,0.5454,NA,NA,NA,NA,NA,NA
"799","dpz83b3",0.6439,0.1429,14,0,0.2857,0.6429,0,0,0.0714,NA,NA,NA,NA,NA,NA
"800","dpz83b8",0.6567,0.086,1477,0.0164,0.208,0.1241,0.0962,0.1583,0.397,NA,0.0462,5,NA,NA,NA
